TOSPCD,TOSPDSC
SB710T,"TOES, TOE DEFORMITY, MULTIPLE/COMPLEX"
SB800T,"TENDON (PERONEAL), SUBLUXATION, RECONSTRUCTION"
SB801T,"TENDON (UPPER LIMB), BOWSTRINGING/ENTRAPMENT, PULLEY RECONSTRUCTION"
SB802T,"TENDON (UPPER LIMB), CONTRACTURE, TENOTOMY"
SB803T,"TENDON (UPPER LIMB), VARIOUS LESIONS, TENDON TRANSFER (SINGLE)"
SB804T,"TENDON SHEATH (UPPER LIMB), DE QUERVAIN'S (BILATERAL), RELEASE"
SB805T,"TENDON SHEATH (UPPER LIMB), DE QUERVAIN'S (UNILATERAL), RELEASE"
SB806T,"TENDON SHEATH (UPPER LIMB), GANGLION/VILLO- NODULAR SYNOVITIS, EXCISION"
SB807T,"TENDON SHEATH (UPPER LIMB), TENOSYNOVITIS (MULTIPLE), DRAINAGE"
SB808T,"TENDON SHEATH (UPPER LIMB), TENOSYNOVITIS (SINGLE), DRAINAGE"
SB809T,"TENDON-ACHILLES (LOWER LIMB), DISRUPTION, REPAIR"
SB810T,"TENDON-EXTENSOR (UPPER LIMB), ADHESION, TENOLYSIS (MULTIPLE)"
SB811T,"TENDON-EXTENSOR (UPPER LIMB), ADHESION, TENOLYSIS (SINGLE)"
SB812T,"TENDON-EXTENSOR (UPPER LIMB), INJURY, REPAIR (MULTIPLE)"
SB813T,"TENDON-EXTENSOR (UPPER LIMB), INJURY, REPAIR (SINGLE)"
SB814T,"TENDON-FLEXOR (LOWER LIMB), DISRUPTION, REPAIR (SINGLE)"
SB815T,"TENDON-FLEXOR (UPPER LIMB), ADHESION, TENOLYSIS (MULTIPLE)"
SB816T,"TENDON-FLEXOR (UPPER LIMB), ADHESION, TENOLYSIS (SINGLE)"
SB817T,"TENDON-FLEXOR (UPPER LIMB), DEFECT, GRAFTING (MULTIPLE)"
SB818T,"TENDON-FLEXOR (UPPER LIMB), DEFECT, GRAFTING (SINGLE)"
SB819T,"TENDON-FLEXOR (UPPER LIMB), INJURY, REPAIR (MULTIPLE)"
SB820T,"TENDON-FLEXOR (UPPER LIMB), INJURY, REPAIR (SINGLE)"
SB821T,"TENDON-FLEXOR (UPPER LIMB), INJURY, TENDON GRAFT"
SB822T,"TENDONS-FLEXOR (LOWER LIMB), DISRUPTION, REPAIR (MULTIPLE)"
SB823T,"THUMB, DEFORMITIES, CORRECTION"
SB824T,"THUMB, PARALYSIS, OPPONENS PLASTY"
SB825T,"THUMB, VARIOUS LESIONS, POLLICISATION OR MICROSURGICAL RECONSTRUCTION"
SB826T,"TIBIA, DELAYED/NON-UNION, RECONSTRUCTION"
SB827T,"TIBIA, FRACTURE(S), OPEN REDUCTION AND INTERNAL FIXATION WITH INTRAMEDULLARY ROD"
SB828T,"TIBIA, FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION WITH PLATES AND SCREWS, SIMPLE"
SB829T,"TOES, VARIOUS LESIONS, TOE AMPUTATION (TWO TO FOUR TOES)"
SB830T,"TOES, VARIOUS LESIONS, TOE AMPUTATION (SINGLE)"
SB831T,"TOES, VARIOUS LESIONS, ARTHRODESIS"
SB832T,"TENDON, EXTENSOR (UPPER LIMB), DEFECT, GRAFTING (MULTIPLE)"
SB833T,"TENDON, EXTENSOR (UPPER LIMB), DEFECT, GRAFTING (SINGLE)"
SB834T,"WEDGE RESECTION OF TOE NAIL (SINGLE TOE), MEDIAL AND/OR LATERAL, SIMPLE OR COMPLEX"
SB835T,"WEDGE RESECTION OF TOE NAIL (MULTIPLE TOES), MEDIAL AND/OR LATERAL, SIMPLE OR COMPLEX"
SB700U,"UPPER LIMB/LOWER LIMB, FRACTURE, EXTERNAL FIXATION, MULTIPLE PLANES"
SB701U,"UPPER LIMB/LOWER LIMB, MAJOR SOFT TISSUE DEFECTS, FREE FLAP"
SB702U,"UPPER LIMB/LOWER LIMB, MAJOR SOFT TISSUE DEFECTS, PEDICLED FLAP"
SB703U,"UPPER LIMB/LOWER LIMB, MALIGNANT TUMOUR, SOFT TISSUE, RADICAL EXCISION"
SB704U,"UPPER LIMB/LOWER LIMB, UPPER LIMB FRACTURES, MINIMALLY INVASIVE FIXATION"
SB800U,"UPPER LIMB, CONGENITAL DEFORMITY, MAJOR RECONSTRUCTION"
SB801U,"UPPER LIMB, DEFORMITY, BONY AND SOFT TISSUE RECONSTRUCTION"
SB802U,"UPPER LIMB, FRACTURE/DISLOCATION, MANIPULATION AND REDUCTION"
SB803U,"UPPER LIMB, ISCHEMIA, FASCIOTOMY"
SB804U,"UPPER LIMB, TRAUMA, MAJOR REPLANTATION"
SB805U,"UPPER LIMB, VARIOUS LESIONS, AMPUTATION"
SB806U,"UPPER LIMB, VARIOUS LESIONS, FOREQUARTER AMPUTATION"
SB807U,"UPPER LIMB, VARIOUS LESIONS, VASCULARISED FREE MUSCLE TRANSFER"
SB700W,"WRIST, THERAPEUTIC ARTHROSCOPY"
SB701W,"WRIST, AVASCULAR NECROSIS, RADIAL RECESSION/ULNAR LENGTHENING,"
SB702W,"WRIST, DISTAL OR RADIAL ULNAR JOINT (DRUJ) INSTABILITY, COMPLEX LIGAMENT RECONSTRUCTION"
SB703W,"WRIST, DISTAL OR RADIAL ULNAR JOINT (DRUJ) INSTABILITY, DARRACH OR SIMILAR PROCEDURE"
SB704W,"WRIST, DISTAL RADIUS FRACTURE, M&R, PERCUTANEOUS PINNING"
SB705W,"WRIST, DISTAL RADIUS FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (SIMPLE OPEN REDUCTION AND PINNING)"
SB706W,"WRIST, DISTAL RADIUS FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (COMPLEX, WITH AUTOLOGOUS BONE GRAFT)"
SB707W,"WRIST, DISTAL RADIUS FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) (WITH ULNAR HEAD/STYLOID FIXATION/TFCC REPAIR)"
SB708W,"WRIST, JOINT, VARIOUS LESIONS, PROXIMAL ROW CARPECTOMY OR 4 CORNER FUSION"
SB709W,"WRIST, LUNATE DISLOCATION/PERILUNATE DISLOCATION/COMPLEX LIGAMENT INJURY, RECONSTRUCTION"
SB710W,"WRIST, SCAPHOID FRACTURE, OPEN REDUCTION AND INTERNAL FIXATION (ORIF) WITH BONE GRAFTING"
SB711W,"WRIST, SCAPHOID OR CARPUS, VASCULARISED BONE GRAFT"
SB712W,"WRIST, ULNAR HEAD/STYLOID FRACTURE, PERCUTANEOUS PINNING/FIXATION"
SB713W,"WRIST, VARIOUS LESIONS, PRIMARY TOTAL JOINT ARTHROPLASTY WITH AUGMENTATION, REQUIRING EXTRA IMPLANTS OR BONE GRAFTS, OPEN/MIS/NAVIGATED"
SB714W,"WRIST, VARIOUS LESIONS, PRIMARY TOTAL JOINT ARTHROPLASTY, OPEN/MIS/NAVIGATED"
SB715W,"WRIST, VARIOUS LESIONS, REVISION TOTAL JOINT ARTHROPLASTY, OPEN/MIS/NAVIGATED"
SB800Z,"ZYGOMA, DOWN FRACTURE, OSTECTOMY/ARTICULAR EMINECTOMY/AUGMENTATION"
SB801Z,"ZYGOMA, FRACTURE, ELEVATION"
SC700A,AUTOFLUORESCENCE/ NARROW BAND IMAGING (NBI) BRONCHOSCOPY
SC700B,"LUNG, BRONCHOSCOPY, INSERTION OF PROSTHESIS"
SC702B,"BRONCHUS/LUNG, TRANSBRONCHIAL NEEDLE ASPIRATION OF MEDIASTINAL LYMPH NODES, WITH OR WITHOUT ENDOBRONCHIAL ULTRASOUND (EBUS)"
SC703B,"BRONCHUS/LUNG, BRONCHOSCOPY WITH/WITHOUT BIOPSY"
SC704B,"BRONCHUS/LUNG, BRONCHOSCOPY WITH BIOPSY, BRONCHOALVEOLAR LAVAGE"
SC705B,"BRONCHUS/LUNG, BRONCHOSCOPY, BLIND TRANSBRONCHIAL LUNG BIOPSY FOR DIFFUSE DISEASE"
SC706B,"BRONCHUS/LUNG, BRONCHOSCOPY, TARGETED TRANSBRONCHIAL LUNG BIOPSY FOR FOCAL LESIONS (IMAGING-GUIDED)"
SC707B,"BRONCHUS/LUNG, BRONCHOSCOPY, WITH DILATATION OF TRACHEAL AND BRONCHIAL STRICTURE"
SC800B,"BRONCHUS, FOREIGN BODY, REMOVAL VIA BRONCHOTOMY"
SC801B,"BRONCHUS, VARIOUS LESIONS, BRONCHOPLASTIC PROCEDURE"
SC802B,"BRONCHUS/TRACHEA, VARIOUS LESIONS, LASER APPLICATION"
SC818B,"BRONCHUS, VARIOUS LESIONS, BRONCHIAL THERMOPLASTY/BRONCHUS RADIOFREQUENCY ABLATION"
SC800D,"DIAPHRAGM, TUMOR, EXCISION"
SC801D,"DIAPHRAGM, TUMOR, EXCISION WITH WEDGE RESECTION OF LUNG"
SC700L,"LARYNX, LARYNGEAL MASK AIRWAY"
SC701L,"LUNG, VARIOUS LESIONS, PNEUMONECTOMY/LOBECTOMY/SEGMENTAL RESECTION"
SC702L,"LUNG, MASSIVE HEMOPTYSIS, BRONCHIAL ARTERY EMBOLISATION"
SC703L,"LUNG, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, SIMPLE (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)"
SC704L,"LUNG, TUMOUR, IMAGING GUIDED PERCUTANEOUS LOCAL ABLATION, COMPLEX (RADIOFREQUENCY, CRYOTHERAPY, MICROWAVE, LASER, ALCOHOL, ETC)"
SC726L,"LUNG, VARIOUS LESIONS, LUNG RESECTION WITH MEDIASTINAL RESECTION, ANY APPROACH"
SC801L,"LUNG, VARIOUS LESIONS, REPEAT/MULTIPLE/COMPLEX RESECTIONS"
SC802L,"LUNG, VARIOUS LESIONS, WEDGE RESECTION"
SC800M,"MOUTH, VARIOUS LESIONS, LASER APPLICATION"
SC702P,"LUNG, PULMONARY ENDARTERECTOMY WITH CARDIOPULMONARY BYPASS"
SC700T,"THORAX, CATHETER BLOCKAGE, IMAGING GUIDED CATHETER CHANGE/CATHETER ADJUSTMENT/CHECK TUBE"
SC701T,"THORAX, COASTAL CARTILAGE, HARVEST AND CREATION OF EAR CARTILAGE FRAMEWORK"
SC702T,"THORAX, EVACUATION OF RETAINED HAEMOTHORAX (OPEN AND THORASCOPIC)"
SC703T,"THORAX, MEDIASTINUM, MEDIASTINOSCOPY WITH/WITHOUT BIOPSY"
SC704T,"THORAX, PLEURAL EFFUSION, BIOPSY"
SC705T,"THORAX, RESUSCITATIVE TRAUMA THORACOTOMY (HAEMOSTASIS, DAMAGE CONTROL, ORGAN REPAIR)"
SC706T,"THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (>3 RIBS)"
SC707T,"THORAX, RIBS, OPEN FIXATION OF RIB FRACTURES (1 - 3 RIBS)"
SC708T,"THORAX, PERICARDIAL WINDOW CREATION"
SC709T,"THORAX, MIS DECORTICATION"
SC710T,"THORAX, MIS PLEURODESIS BILATERAL"
SC711T,"THORAX, MIS THYMECTOMY"
SC712T,"THORAX, THORACOSCOPY FOR PLEURODESIS"
SC713T,"THORAX, TRAUMA RELOOK THORACOTOMY (INCLUDES HAEMOSTASIS, REMOVAL OF PACKS)"
SC714T,"THORAX, THORACOSCOPY, WITH/WITHOUT DIVISION OF PLEURAL ADHESIONS"
SC715T,"THORAX, EFFUSION/FLUID/ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS DRAINAGE CATHETER INSERTION"
SC716T,"THORAX, PLEURAL EFFUSION, ASPIRATION"
SC717T,"THORAX, TUMOR (MEDIASTINAL), COMPLEX RESECTION"
SC718T,"THORAX, VARIOUS LESIONS, IMAGING GUIDED PERCUTANEOUS BIOPSY"
SC719T,"TRACHEA, ENDOTRACHEAL INTUBATION"
SC720T,"TRACHEA, ENDOTRACHEAL INTUBATION RAPID SEQUENCE INDUCTION"
SC721T,"TRACHEA, TRACHEOSTOMY, REPLACEMENT"
SC722T,"TRACHEA, TRACHEOSTOMY, REVISION AND REINSERTION"
SC723T,"TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED BALLOON DILATATION"
SC724T,"TRACHEA/BRONCHUS, STRICTURE, IMAGING GUIDED STENT PLACEMENT"
SC800T,"THORAX, EMPYEMA, RESECTION OF RIB AND OPEN DRAINAGE"
SC801T,"THORAX, MEDIASTINAL LESIONS, CERVICAL EXPLORATION WITH/WITHOUT BIOPSY"
SC802T,"THORAX, PECTUS EXCAVATUM/PECTUS CARINATUM, RADICAL CORRECTION"
SC803T,"THORAX, EFFUSION/FLUID/ABSCESS COLLECTION, IMAGING GUIDED PERCUTANEOUS ASPIRATION/DIAGNOSTIC TAP"
SC804T,"THORAX, TUMOR (MEDIASTINAL), RESECTION"
SC805T,"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MAJOR RECONSTRUCTION"
SC806T,"THORAX, VARIOUS LESIONS, CHEST WALL RESECTION AND MINOR RECONSTRUCTION"
SC807T,"THORAX, VARIOUS LESIONS, INTERCOSTAL DRAIN (INSERTION WITHOUT RESECTION OF RIB)"
SC808T,"THORAX, VARIOUS LESIONS, INTRATHORACIC OPERATION ON LUNGS/BRONCHIAL TREE/MEDIASTINUM"
SC809T,"THORAX, VARIOUS LESIONS, THORACOPLASTY (COMPLETE)"
SC810T,"THORAX, VARIOUS LESIONS, THORACOPLASTY (IN STAGES) - EACH STAGE"
SC811T,"THORAX, VARIOUS LESIONS, THORACOTOMY (EXPLORATION) WITH/WITHOUT BIOPSY"
SC812T,"THORAX, VARIOUS LESIONS, THORACOTOMY FOR PLEURECTOMY/PLEURODESIS/ ENUCLEATION  HYDATID CYSTS"
SC813T,"THORAX, VARIOUS LESIONS, THORACOTOMY WITH PULMONARY DECORTICATION, WITH OR WITHOUT THORACOPLASTY AND/OR MYOPLASTY"
SC814T,"TRACHEA, FOREIGN BODY, REMOVAL"
SC815T,"TRACHEA, TRACHEO-ESOPHAGEAL FISTULA, LIGATION AND DIVISION"
SC816T,"TRACHEA, VARIOUS LESIONS, TRACHEA RECONSTRUCTION"
SC817T,"TRACHEA, VARIOUS LESIONS, TRACHEOSTOMY"
SD700A,"AORTA, ANEURYSM, JUXTARENAL TYPE"
SD701A,"AORTA, RUPTURED  AORTIC ANEURYSM (THORACIC OR ABDOMINAL), ENDO-VASCULAR AORTIC REPAIR (EVAR)"
SD702A,"AORTIC DISSECTION, ENDOVASCULAR FENESTRATION"
SD703A,"AORTIC DISSECTION, ENDOVASCULAR STENT GRAFT REPAIR"
SD704A,ARRHYTHMIA SURGERY MAZE (INCLUDES THE MINI- MAZE PROCEDURE WITH RADIOFREQUENCY CLAM)
SD705A,"ARTERIOVENOUS FISTULA GRAFT, THROMBECTOMY"
SD706A,"ARTERIOVENOUS FISTULA, ANGIOGRAM"
SD707A,"ARTERIOVENOUS FISTULA, ANGIOPLASTY WITH/WITHOUT STENTING"
SD708A,"ARTERIOVENOUS FISTULA, LIGATION OF SIDE BRANCH"
SD709A,"ARTERIOVENOUS FISTULA, SYNTHETIC GRAFT"
SD710A,"ARTERY,LARGE, INJURY, REPAIR WITH GRAFTING"
SD711A,"ARTERY,SMALL, INJURY, REPAIR (MULTIPLE)"
SD712A,"ARTERY, SMALL, INJURY, REPAIR (SINGLE)"
SD713A,"ARTERY, BYPASS, ABOVE/BELOW-KNEE WITH VEIN"
SD714A,"ARTERY, BYPASS, DISTAL LEG/PEDAL WITH VEIN"
SD715A,"ARTERY, BYPASS, VISCERAL, MULTIPLE"
SD716A,"ARTERY, BYPASS, VISCERAL, SINGLE"
SD718A,"ARTERY, PLACEMENT ARTERIAL (PA) LINE INSERTION"
SD719A,"ARTERY, STENOSIS/OCCLUSION, PERCUTANEOUS ATHERECTOMY (MECHANICAL OR  LASER)"
SD720A,"ARTERY, STENOSIS/OCCLUSION (E.G. PULMONARY, COARCTATION, SUBINTIMAL, BELOW KNEE), PERCUTANEOUS ANGIOPLASTY (PTA), DIFFICULT"
SD721A,"ARTERY, STENOSIS/OCCLUSION, PERCUTANEOUS TRANSLUMINAL ANGIOPLASTY (PTA), SIMPLE"
SD722A,"ARTERY, THROMBOSIS, PERCUTANEOUS CATHETER DIRECTED THROMBOLYSIS, WITH OR WITHOUT ANGIOPLASTY/STENTING"
SD723A,"ARTERY, TUMOUR, TRANS-ARTERIAL CHEMO- EMBOLIZATION (TACE)"
SD724A,"ARTERY, TUMOUR, TRANS-ARTERIAL RADIO NUCLIDE INFUSION"
SD725A,"ARTERY, VARIOUS LESIONS, DIAGNOSTIC ANGIOGRAM OF MULTIPLE VESSELS"
SD726A,"ARTERY, VARIOUS LESIONS, DIAGNOSTIC ANGIOGRAM USING MICROCATHETER, WITH OR WITHOUT INTRAVASCULAR IMAGING"
SD727A,"ARTERY, VARIOUS LESIONS, ENDOVASCULAR STENT GRAFT / COVERED STENT PLACEMENT"
SD728A,"ARTERY, VARIOUS LESIONS, ENDOVASCULAR STENT PLACEMENT"
SD729A,"ARTERY, VARIOUS LESIONS, FLUSH AORTOGRAM OR SINGLE VESSEL DIAGNOSTIC ANGIOGRAM"
SD730A,"ARTERY, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLISATION OF 1 TO 2 VESSELS"
SD731A,"ARTERY, VARIOUS LESIONS, PERCUTANEOUS TRANSCATHETER EMBOLISATION OF MORE THAN 2 VESSELS"
SD732A,"ARTERY-PSEUDOANEURYSM, EXCISION AND LIGATION"
SD733A,"ARTERY-PSEUDOANEURYSM, EXCISION AND PATCH REPAIR"
SD734A,"ARTERY-PSEUDOANEURYSM, THROMBIN INJECTION"
SD735A,"ARTERY-VISCERAL, STENOSIS, ANGIOPLASTY OF VISCERAL ARTERY"
SD736A,"ARTERY-VISCERAL, STENOSIS, STENTING"
SD737A,TRANSCATHETER VALVE OR CLIP IMPLANTATION WITH/WITHOUT TEE GUIDANCE (ENDOVASCULAR APPROACH)
SD738A,"AORTA, THORACIC AORTIC ANEURYSM, THORACIC ENDOVASCULAR ANEURYSM REPAIR (TEVAR)"
SD739A,"AORTA, THORACOABDOMINAL AORTIC ANEURYSM, ENDOVASCULAR ANEURYSM REPAIR (EVAR)"
SD741A,"AORTA, TOTAL ARCH REPLACEMENT"
SD800A,"AORTA, ABDOMINAL AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT"
SD801A,"AORTA, DESCENDING AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT"
SD802A,"AORTA, RUPTURED ABDOMINAL AORTIC ANEURYSM, EXCISION AND INSERTION OF GRAFT"
SD803A,"AORTA, THORACO-ABDOMINAL ANEURYSM, EXCISION AND INSERTION OF GRAFT"
SD804A,"AORTA, VARIOUS LESIONS, INSERTION/REMOVAL OF INTRA AORTIC BALLOON"
SD805A,"ARTERY (DISTAL EXTREMITY/DIGIT), VARIOUS LESIONS, MICROVASCULAR REPAIR"
SD806A,"ARTERY (EXTREMITY), THROMBOSIS, ENDARTERECTOMY"
SD807A,"ARTERY (FEMORAL/ILIAC), THROMBOSIS, ENDARTERECTOMY"
SD808A,"ARTERY (LARGE), VARIOUS LESIONS, LIGATION"
SD809A,"ARTERY (MAJOR), ANEURYSM, EXCISION AND INSERTION OF GRAFT"
SD810A,"ARTERY (MAJOR), TRAUMA, REPAIR"
SD811A,"ARTERY (NECK AND EXTREMITIES), EMBOLISM, EMBOLECTOMY"
SD812A,"ARTERY (OTHERS), THROMBOSIS, ENDARTERECTOMY"
SD813A,"ARTERY (TEMPORAL), VARIOUS LESIONS, BIOPSY"
SD814A,"ARTERY (TRUNK), EMBOLISM, EMBOLECTOMY"
SD815A,"ARTERY, ARTERIO-VENOUS FISTULA (LARGE), EXCISION"
SD816A,"ARTERY, ARTERIO-VENOUS FISTULA (SMALL), EXCISION"
SD817A,"ARTERY, ARTERIO-VENOUS FISTULA, DISSECTION AND REPAIR WITH RESTORATION OF CONTINUITY"
SD818A,"ARTERY, DEFECT, ARTERIAL PATCH GRAFT"
SD819A,"ARTERY, TRAUMA/RESECTION, ARTERIAL ANASTOMOSIS"
SD820A,"ARTERY, TRAUMA/RESECTION, MICRO-VASCULAR GRAFT"
SD821A,"ARTERY, VARIOUS LESIONS, ARTERIO-VENUOUS FISTULA CREATION"
SD822A,"ARTERY, VARIOUS LESIONS, AXILLARY- FEMORAL/SUBCLAVIAN-FEMORAL BY-PASS"
SD823A,"ARTERY, VARIOUS LESIONS, BY-PASS/GRAFT"
SD824A,"ARTERY, VARIOUS LESIONS, INTRA-ARTERIAL INFUSION"
SD825A,"ARTERY, VARIOUS LESIONS, INVASIVE BLOOD PRESSURE MEASUREMENT"
SD826A,"ARTERY, VARIOUS LESIONS, LIGATION (INCLUDE REPAIR OF ARTIFICIAL ARTERIO-VENOUS FISTULA)"
SD827A,"ARTERY, VARIOUS LESIONS, TRANSLUMINAL ARTERIOPLASTY"
SD828A,"ARTERY-CAROTID, THROMBOSIS, ENDARTERECTOMY"
SD829A,"ARTERY-PROFUNDA FEMORIS, STENOSIS, PROFUNDOPLASTY"
SD830A,"ARTERY-PULMONARY, PULMONARY EMBOLISM, PULMONARY EMBOLECTOMY USING CARDIOPULMONARY BYPASS"
SD837A,"AORTA, ABDOMINAL AORTIC ANEURYSM, ENDOVASCULAR ANEURYSM REPAIR (EVAR)"
SD838A,"ARTERY, PULMONARY, ENDOVASCULAR STENT PLACEMENT"
SD839A,"AORTA, COARCTATION, ENDOVASCULAR STENT PLACEMENT"
SD840A,"ARTERY, VARIOUS LESIONS, ARTERIO-VENUOUS FISTULA, CORRECTION AT ORIGINAL SITE"
SD700B,"BLOOD VESSELS, DEFECT, MAJOR GRAFTS (MULTIPLE)"
SD701B,"BLOOD VESSELS (LARGE), DISRUPTION/OBSTRUCTION, REPAIR WITH AUTOGENOUS VEIN GRAFTING"
SD702B,"BLOOD VESSELS, UMBILICAL, VARIOUS LESIONS, CATHETERISATION/CANNULATION"
SD703B,"BLOOD VESSELS, HICKMAN LINE INSERTION"
SD706B,"BLOOD VESSELS, SUBCUTANEOUS IMPLANTED VASCULAR PORT, INSERTION"
SD707B,"BLOOD VESSELS, SUBCUTANEOUS IMPLANTED VASCULAR PORT, REMOVAL"
SD708B,"BLOOD VESSELS, PULMONARY EMBOLECTOMY"
SD709B,"BLOOD VESSELS, RENAL ANGIOGRAPHY"
SD711B,"BLOOD VESSELS, SAPHENOUS VEIN, HARVEST, MINIMALLY INVASIVE ENDOSCOPIC"
SD741B,"BLOOD VESSELS, VASCULAR INTERVENTION, RADIOLOGY, INTRAVASCULAR FOREIGN BODY RETRIEVAL"
SD800B,"BLOOD VESSELS, REACTIONARY/SECONDARY HEMORRHAGE AFTER MINOR OPERATION, HEMOSTASIS"
SD702H,"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFIBRILLATOR (AICD)/PACEMAKER LEAD EXTRACTION"
SD703H,"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR DUAL CHAMBER (INCLUSIVE OF DEFIBRILLATION THRESHOLD TESTING (DFT))"
SD705H,"HEART, AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR SINGLE CHAMBER (INCLUSIVE OF DFT)"
SD706H,"HEART, BIVENT AUTOMATIC IMPLANTABLE CARDIOVERTER DEFRIBRILLATOR (INCLUSIVE OF DFT)"
SD707H,"HEART, CARDIAC CATHETERISATION (LEFT) AND INTRACORONARY PHYSIOLOGICAL ASSESSMENT (INCLUSIVE OF PRESSURE WIRE) WITHOUT PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY (PTCA)"
SD708H,"HEART, INVASIVE INTRAVASCULAR IMAGING/VISUALIZATION, INCLUSIVE OF IV U/S AND OCT, WITHOUT PERCUTAENOUS TRANSLUMINAL CORONARY ANGIOPLASTY (PTCA)"
SD709H,"HEART, CAROTID ANGIOPLASTY AND STENTING (WITH EMBOLIC PROTECTION)"
SD710H,"HEART, DEFIBRILLATION"
SD711H,"HEART, EXTERNAL CARDIAC PACING"
SD712H,"HEART, PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY (PTCA) + STENTING (1 VESSEL), COMPLEX (E.G. RETROGRADE CTO INTERVENTION, COMPLEX BIFURCATION/TRIFURCATION, IABP, IMPELLA, LVAD), WITH/WITHOUT IVUS/FFR OR OTHER PHYSIOLOGICAL STUDIES2"
SD713H,"HEART, PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY (PTCA) + STENTING (MORE THAN 1 VESSEL), WITH/WITHOUT IVUS/FFR OR OTHER PHYSIOLOGICAL STUDIES"
SD714H,"HEART, PRIMARY PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY FOR ST-ELEVATION MYOCARDIAL INFARCTION"
SD716H,"HEART, HEART BLOCK/ARRHYTHMIA, INSERTION OF DUAL CHAMBER PACEMAKER (PERMANENT)"
SD717H,"HEART, REPLACEMENT OF PACEMAKER"
SD718H,"HEART, IMPLANT OF EPICARDIAL LEADS FOR PERMANENT PACEMAKERS"
SD719H,"HEART, IMPLANTATION OF MECHANICAL HEART DEVICE (LEFT VENTRICULAR ASSIST DEVICE IMPLANT)"
SD720H,"HEART, INSERTABLE LOOP RECORDER"
SD721H,"HEART, LUNG, EXTRA CORPOREAL MEMBRANE OXYGENATION"
SD723H,"HEART, PERCUTANEOUS CLOSURE OF CONGENITAL HEART DEFECT"
SD724H,"HEART, PERCUTANEOUS TRANSLUMINAL CORONARY ANGIOPLASTY (PTCA) + ARTERECTOMY (E.G ROTABLATION)"
SD725H,"HEART, PLACEMENT OF EPICARDIAL PACING WIRES (OPEN AND VIDEO-ASSISTED THORACIC SURGERY (VATS))"
SD727H,"HEART, SYNCHRONISED CARDIOVERSION"
SD728H,"HEART, TRANS-CATHETAR PERCUTANEOUS PATENT DUCTUS ARTERIOSUS (PDA) OCCLUSION"
SD729H,"HEART, TRANS-MYOCARDIAL REVASCULARISATION (TMR) AS A SOLE PROCEDURE"
SD730H,"HEART, TRANS-MYOCARDIAL REVASCULARISATION (TMR) AS AN ADJUNCT PROCEDURE"
SD731H,"HEART, VALVE (REPAIR / REPLACEMENT), 1 VALVE"
SD732H,"HEART, VALVE (REPAIR / REPLACEMENT), MORE THAN 1 VALVE"
SD733H,"HEART, SEPTAL DEFECTS (ATRIAL/VENTRICULAR)/PATENT FORAMEN OVALE (PFO) DEFECT CLOSURE"
SD734H,"HEART, CARDIAC CATHETERISATION (LEFT & RIGHT), INVOLVING PRESSURE OR SATURATION MEASUREMENT (WITH LEFT AND/OR RIGHT VENTRICULOGRAPHY)"
SD739H,"HEART, ELECTROPHYSIOLOGY STUDY WITHOUT ABLATION"
SD740H,"HEART, LEFT ATRIAL APPENDAGE CLOSURE WITH/WITHOUT WATCHMAN DEVICE IMPLANTATION"
SD742H,"HEART, CORONARY DISEASE, CORONARY ARTERY BYPASS GRAFT (OPEN/MIS/OFF PUMP)"
SD800H,"HEART (GREAT VESSELS), VARIOUS LESIONS, INTRATHORACIC OPERATION"
SD801H,"HEART, AORTIC/MITRAL VALVE LESIONS, BALLOON VALVULOPLASTY"
SD802H,"HEART, PERCUTANEOUS ABLATION OF ARRHYTHMIA CIRCUIT OR FOCUS OR ISOLATION PROCEDURE INVOLVING 1 ATRIAL CHAMBER"
SD803H,"HEART, ARRHYTHMIA, IMPLANTABLE CARDIOVERTER DEFIBRILLATOR (ICD) IMPLANTATION"
SD804H,"HEART, BIVENTRICULAR PACING"
SD805H,"HEART, CONGENITAL HEART DISEASE (COMPLEX), OPEN HEART SURGERY"
SD806H,"HEART, CONGENITAL HEART DISEASE, OPEN HEART SURGERY"
SD807H,"HEART, CONGENITAL HEART DISEASE, BLALOCK- TAUSSIG OPERATION"
